stationCode,line,currentZh,currentKo,currentEn,problem,suggestedFix,sources,confidence
530,首爾 5 號線,艾峴,애오개,Aeogae,固有詞 애오개 目前套用已停用舊地名漢字『艾峴』；多語表與繁中路線表採兒嶺,中文改為「兒嶺」,[KRIC 5 號線](https://www.data.go.kr/data/15064043/fileData.do)；[首尔地铁5号线](https://zh.wikipedia.org/wiki/首尔地铁5号线),中
613,首爾 6 號線,獨岩,독바위,Dokbawi,目前『獨岩』為自行意譯；多語表與繁中路線表採瓮岩,中文改為「瓮岩」,[KRIC 6 號線](https://www.data.go.kr/data/15064045/fileData.do)；[首尔地铁6号线](https://zh.wikipedia.org/wiki/首尔地铁6号线),中
632,首爾 6 號線,버티嶺,버티고개,Beotigogae,目前混用韓文＋漢字『버티嶺』，不是完整中文站名,中文改為「波堤嶺」,[KRIC 6 號線](https://www.data.go.kr/data/15064045/fileData.do)；[首尔地铁6号线](https://zh.wikipedia.org/wiki/首尔地铁6号线),中
712,首爾 7 號線,馬野,마들,Madeul,目前『馬野』與多語表、繁中路線表不一致,中文改為「馬得」,[KRIC 7 號線](https://www.data.go.kr/data/15064046/fileData.do)；[首爾地鐵7號線](https://zh.wikipedia.org/wiki/首爾地鐵7號線),中
740,首爾 7 號線,長丞,장승배기,Jangseungbaegi,目前只翻一半，漏掉固有詞 배기 的通用音譯,中文改為「長丞拜基」,[KRIC 7 號線](https://www.data.go.kr/data/15064046/fileData.do)；[首爾地鐵7號線](https://zh.wikipedia.org/wiki/首爾地鐵7號線),中
A071,機場鐵路 A'REX,靑蘿國際城,청라국제도시,Cheongna Gukje Dosi,使用異體字『靑』，應統一正體字『青』；英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,中文改為「青羅國際城」；英文改為「Cheongna Int'l City」；若仍要保留拼音，另增 romanized 欄位,[KRIC A'REX](https://www.data.go.kr/data/15041034/fileData.do)；[仁川國際機場鐵道](https://zh.wikipedia.org/wiki/仁川國際機場鐵道)；[KRIC AREX 2025-06-30](https://www.data.go.kr/data/15041034/fileData.do),中
K129,東海線,望洋,망양,Mangyang,目前『望洋』與 KRIC 多語資料及繁中路線表不一致,中文改為「望陽」,[KRIC 東海線](https://www.data.go.kr/data/15064706/fileData.do)；[广域电铁东海线](https://zh.wikipedia.org/wiki/广域电铁东海线),中
131,釜山 1 號線,斗室,두실,Dusil,目前『斗室』與 KRIC 多語資料及繁中路線表不一致,中文改為「斗實」,[KRIC 釜山 1 號線](https://www.data.go.kr/data/15064687/fileData.do)；[釜山都市铁道1号线](https://zh.wikipedia.org/wiki/釜山都市铁道1号线),中
100,釜山 1 號線,東梅,동매,Dongmae,目前『東梅』與繁中路線表不一致；KRIC 資料亦非目前用字,中文改為「東嵋」,[KRIC 釜山 1 號線](https://www.data.go.kr/data/15064687/fileData.do)；[釜山都市铁道1号线](https://zh.wikipedia.org/wiki/釜山都市铁道1号线),中
097,釜山 1 號線,納介,낫개,Natgae,目前『納介』與繁中路線表不一致；KRIC 資料品質不穩，需人工確認,中文改為「納溉」,[KRIC 釜山 1 號線](https://www.data.go.kr/data/15064687/fileData.do)；[釜山都市铁道1号线](https://zh.wikipedia.org/wiki/釜山都市铁道1号线),中
214,釜山 2 號線,沒谷,못골,Motgol,目前『沒谷』與多語表、繁中路線表不一致,中文改為「池谷」,[KRIC 釜山 2 號線](https://www.data.go.kr/data/15064688/fileData.do)；[釜山都市铁道2号线](https://zh.wikipedia.org/wiki/釜山都市铁道2号线),中
406,釜山 4 號線,明將,명장,Myeongjang,目前『明將』為按讀音錯配漢字；多語表與繁中路線表採鳴藏,中文改為「鳴藏」,[KRIC 釜山 4 號線](https://www.data.go.kr/data/15064700/fileData.do)；[釜山都市铁道4号线](https://zh.wikipedia.org/wiki/釜山都市铁道4号线),中
408,釜山 4 號線,金沙,금사,Geumsa,目前『金沙』與多語表、繁中路線表不一致,中文改為「錦絲」,[KRIC 釜山 4 號線](https://www.data.go.kr/data/15064700/fileData.do)；[釜山都市铁道4号线](https://zh.wikipedia.org/wiki/釜山都市铁道4号线),中
350,首爾 3 號線,可樂市場,가락시장,Garaksijang,同一實體轉乘站在不同路線的英文欄不一致；英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,各路線均採同一官方英文主名稱「Garak Market」；英文改為「Garak Market」；若仍要保留拼音，另增 romanized 欄位,[首爾交通公社多語站名](https://www.data.go.kr/data/15044232/fileData.do)；[Seoul Metro multilingual 2026-03-26](https://www.data.go.kr/data/15044232/fileData.do),高
817,首爾 8 號線,可樂市場,가락시장,Garak Market,同一實體轉乘站在不同路線的英文欄不一致,各路線均採同一官方英文主名稱「Garak Market」,[首爾交通公社多語站名](https://www.data.go.kr/data/15044232/fileData.do),高
746,首爾 7 號線,加山數碼園區,가산디지털단지,Gasan Digital Danji,同一實體轉乘站在不同路線的英文欄不一致；英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,各路線均採同一官方英文主名稱「Gasan Digital Complex」；英文改為「Gasan Digital Complex」；若仍要保留拼音，另增 romanized 欄位,[首爾交通公社多語站名](https://www.data.go.kr/data/15044232/fileData.do)；[Seoul Metro multilingual 2026-03-26](https://www.data.go.kr/data/15044232/fileData.do),高
P142,首爾 1 號線（京釜·長項線）,加山數碼園區,가산디지털단지,Gasan Digital Complex,同一實體轉乘站在不同路線的英文欄不一致,各路線均採同一官方英文主名稱「請依營運單位定稿」,[首爾交通公社多語站名](https://www.data.go.kr/data/15044232/fileData.do),高
936,首爾 9 號線,奧林匹克公園,올림픽공원,Ollimpik Gongwon,同一實體轉乘站在不同路線的英文欄不一致；英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,各路線均採同一官方英文主名稱「Olympic Park(Korea National Sport University)」；英文改為「Olympic Park(Korea National Sport University)」；若仍要保留拼音，另增 romanized 欄位,[首爾交通公社多語站名](https://www.data.go.kr/data/15044232/fileData.do)；[Seoul Metro multilingual 2026-03-26](https://www.data.go.kr/data/15044232/fileData.do),高
P550,首爾 5 號線（馬川支線）,奧林匹克公園,올림픽공원,Olympic Park,同一實體轉乘站在不同路線的英文欄不一致,各路線均採同一官方英文主名稱「請依營運單位定稿」,[首爾交通公社多語站名](https://www.data.go.kr/data/15044232/fileData.do),高
132,首爾 1 號線,市廳,시청,Sicheong,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「City Hall」；若仍要保留拼音，另增 romanized 欄位,[Seoul Metro multilingual 2026-03-26](https://www.data.go.kr/data/15044232/fileData.do),高
133,首爾 1 號線,首爾站,서울역,Seoullyeok,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Seoul Station」；若仍要保留拼音，另增 romanized 欄位,[Seoul Metro multilingual 2026-03-26](https://www.data.go.kr/data/15044232/fileData.do),高
201,首爾 2 號線,市廳,시청,Sicheong,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「City Hall」；若仍要保留拼音，另增 romanized 欄位,[Seoul Metro multilingual 2026-03-26](https://www.data.go.kr/data/15044232/fileData.do),高
202,首爾 2 號線,乙支路入口,을지로입구,Euljiroipgu,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Euljiro 1(il)ga」；若仍要保留拼音，另增 romanized 欄位,[Seoul Metro multilingual 2026-03-26](https://www.data.go.kr/data/15044232/fileData.do),高
205,首爾 2 號線,東大門歷史文化公園,동대문역사문화공원,Dongdaemun Yeoksa Munhwa Gongwon,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Dongdaemun History & Culture Park(DDP)」；若仍要保留拼音，另增 romanized 欄位,[Seoul Metro multilingual 2026-03-26](https://www.data.go.kr/data/15044232/fileData.do),高
218,首爾 2 號線,綜合運動場,종합운동장,Jonghap Undongjang,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Sports Complex」；若仍要保留拼音，另增 romanized 欄位,[Seoul Metro multilingual 2026-03-26](https://www.data.go.kr/data/15044232/fileData.do),高
232,首爾 2 號線,九老數碼園區,구로디지털단지,Guro Digital Danji,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Guro Digital Complex」；若仍要保留拼音，另增 romanized 欄位,[Seoul Metro multilingual 2026-03-26](https://www.data.go.kr/data/15044232/fileData.do),高
236,首爾 2 號線,永登浦區廳,영등포구청,Yeongdeungpo Gucheong,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Yeongdeungpogu Office」；若仍要保留拼音，另增 romanized 欄位,[Seoul Metro multilingual 2026-03-26](https://www.data.go.kr/data/15044232/fileData.do),高
339,首爾 3 號線,高速巴士客運站,고속터미널,Gosok Teomineol,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Express Bus Terminal」；若仍要保留拼音，另增 romanized 欄位,[Seoul Metro multilingual 2026-03-26](https://www.data.go.kr/data/15044232/fileData.do),高
341,首爾 3 號線,南部巴士客運站,남부터미널,Nambu Teomineol,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Nambu Bus Terminal (Seoul Arts Center)」；若仍要保留拼音，另增 romanized 欄位,[Seoul Metro multilingual 2026-03-26](https://www.data.go.kr/data/15044232/fileData.do),高
351,首爾 3 號線,警察醫院,경찰병원,Gyeongchal Byeongwon,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「National Police Hospital」；若仍要保留拼音，另增 romanized 欄位,[Seoul Metro multilingual 2026-03-26](https://www.data.go.kr/data/15044232/fileData.do),高
422,首爾 4 號線,東大門歷史文化公園,동대문역사문화공원,Dongdaemun Yeoksa Munhwa Gongwon,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Dongdaemun History & Culture Park(DDP)」；若仍要保留拼音，另增 romanized 欄位,[Seoul Metro multilingual 2026-03-26](https://www.data.go.kr/data/15044232/fileData.do),高
426,首爾 4 號線,首爾站,서울역,Seoullyeok,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Seoul Station」；若仍要保留拼音，另增 romanized 欄位,[Seoul Metro multilingual 2026-03-26](https://www.data.go.kr/data/15044232/fileData.do),高
437,首爾 4 號線,大公園,대공원,Daegongwon,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Seoul Grand Park Station」；若仍要保留拼音，另增 romanized 欄位,[KRIC capital line 4](https://www.data.go.kr/data/15064041/fileData.do),高
439,首爾 4 號線,政府果川廳舍,정부과천청사,Jeongbu Gwacheon Cheongsa,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Government Complex Gwacheon」；若仍要保留拼音，另增 romanized 欄位,[KRIC capital line 4](https://www.data.go.kr/data/15064041/fileData.do),高
512,首爾 5 號線,金浦機場,김포공항,Gimpogonghang,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Gimpo Int'l Airport」；若仍要保留拼音，另增 romanized 欄位,[Seoul Metro multilingual 2026-03-26](https://www.data.go.kr/data/15044232/fileData.do),高
523,首爾 5 號線,永登浦區廳,영등포구청,Yeongdeungpo Gucheong,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Yeongdeungpogu Office」；若仍要保留拼音，另增 romanized 欄位,[Seoul Metro multilingual 2026-03-26](https://www.data.go.kr/data/15044232/fileData.do),高
524,首爾 5 號線,永登浦市場,영등포시장,Yeongdeungpo Sijang,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Yeongdeungpo Market」；若仍要保留拼音，另增 romanized 欄位,[Seoul Metro multilingual 2026-03-26](https://www.data.go.kr/data/15044232/fileData.do),高
536,首爾 5 號線,東大門歷史文化公園,동대문역사문화공원,Dongdaemun Yeoksa Munhwa Gongwon,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Dongdaemun History & Culture Park(DDP)」；若仍要保留拼音，另增 romanized 欄位,[Seoul Metro multilingual 2026-03-26](https://www.data.go.kr/data/15044232/fileData.do),高
619,首爾 6 號線,世界盃體育場,월드컵경기장,World Cup Gyeonggijang,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「World Cup Stadium(Seongsan)」；若仍要保留拼音，另增 romanized 欄位,[Seoul Metro multilingual 2026-03-26](https://www.data.go.kr/data/15044232/fileData.do),高
620,首爾 6 號線,麻浦區廳,마포구청,Mapogucheong,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Mapogu Office」；若仍要保留拼音，另增 romanized 欄位,[Seoul Metro multilingual 2026-03-26](https://www.data.go.kr/data/15044232/fileData.do),高
645,首爾 6 號線,泰陵入口,태릉입구,Taereungipgu,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Taereung」；若仍要保留拼音，另增 romanized 欄位,[Seoul Metro multilingual 2026-03-26](https://www.data.go.kr/data/15044232/fileData.do),高
717,首爾 7 號線,泰陵入口,태릉입구,Taereungipgu,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Taereung」；若仍要保留拼音，另增 romanized 欄位,[Seoul Metro multilingual 2026-03-26](https://www.data.go.kr/data/15044232/fileData.do),高
726,首爾 7 號線,兒童大公園,어린이대공원,Eorini Daegongwon,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Children's Grand Park(Sejong Univ.)」；若仍要保留拼音，另增 romanized 欄位,[Seoul Metro multilingual 2026-03-26](https://www.data.go.kr/data/15044232/fileData.do),高
730,首爾 7 號線,江南區廳,강남구청,Gangnamgucheong,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Gangnamgu Office」；若仍要保留拼音，另增 romanized 欄位,[Seoul Metro multilingual 2026-03-26](https://www.data.go.kr/data/15044232/fileData.do),高
734,首爾 7 號線,高速巴士客運站,고속터미널,Gosok Teomineol,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Express Bus Terminal」；若仍要保留拼音，另增 romanized 欄位,[Seoul Metro multilingual 2026-03-26](https://www.data.go.kr/data/15044232/fileData.do),高
752,首爾 7 號線,富川綜合運動場,부천종합운동장,Bucheon Jonghap Undongjang,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Bucheon Stadium」；若仍要保留拼音，另增 romanized 欄位,[KRIC capital line 7](https://www.data.go.kr/data/15064046/fileData.do),高
755,首爾 7 號線,富川市廳,부천시청,Bucheonsicheong,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Bucheon City Hall」；若仍要保留拼音，另增 romanized 欄位,[KRIC capital line 7](https://www.data.go.kr/data/15064046/fileData.do),高
761,首爾 7 號線,石南,석남,Seongnam,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,"英文改為「Seongnam_x000D_
(Geobuk Market)」；若仍要保留拼音，另增 romanized 欄位",[KRIC capital line 7](https://www.data.go.kr/data/15064046/fileData.do),高
823,首爾 8 號線,南漢山城入口,남한산성입구,Namhansanseong Ipgu,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Namhansanseong(Seongnam Court & Prosecutors' Office)」；若仍要保留拼音，另增 romanized 欄位,[Seoul Metro multilingual 2026-03-26](https://www.data.go.kr/data/15044232/fileData.do),高
902,首爾 9 號線,金浦機場,김포공항,Gimpogonghang,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Gimpo Int'l Airport」；若仍要保留拼音，另增 romanized 欄位,KRIC capital line 9,高
903,首爾 9 號線,機場市場,공항시장,Gonghangsijang,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Airport Market」；若仍要保留拼音，另增 romanized 欄位,KRIC capital line 9,高
914,首爾 9 號線,國會議事堂,국회의사당,Gukhoeuisadang,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「National Assembly」；若仍要保留拼音，另增 romanized 欄位,KRIC capital line 9,高
923,首爾 9 號線,高速巴士客運站,고속터미널,Gosok Teomineol,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Express Bus Terminal」；若仍要保留拼音，另增 romanized 欄位,KRIC capital line 9,高
930,首爾 9 號線,綜合運動場,종합운동장,Jonghap Undongjang,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Sports Complex」；若仍要保留拼音，另增 romanized 欄位,[Seoul Metro multilingual 2026-03-26](https://www.data.go.kr/data/15044232/fileData.do),高
938,首爾 9 號線,中央報勳醫院,중앙보훈병원,Jungang Bohun Byeongwon,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「VHS Medical Center」；若仍要保留拼音，另增 romanized 欄位,[Seoul Metro multilingual 2026-03-26](https://www.data.go.kr/data/15044232/fileData.do),高
A01,機場鐵路 A'REX,首爾站,서울역,Seoullyeok,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Seoul Station」；若仍要保留拼音，另增 romanized 欄位,[KRIC AREX 2025-06-30](https://www.data.go.kr/data/15041034/fileData.do),高
A05,機場鐵路 A'REX,金浦機場,김포공항,Gimpogonghang,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Gimpo Int'l Airport」；若仍要保留拼音，另增 romanized 欄位,[KRIC AREX 2025-06-30](https://www.data.go.kr/data/15041034/fileData.do),高
A09,機場鐵路 A'REX,機場貨運辦公樓,공항화물청사,Gonghang Hwamul Cheongsa,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Incheon Int'l Airport Cargo Terminal」；若仍要保留拼音，另增 romanized 欄位,[KRIC AREX 2025-06-30](https://www.data.go.kr/data/15041034/fileData.do),高
A10,機場鐵路 A'REX,仁川機場1號航廈,인천공항1터미널,Incheon Gonghang 1 Terminal,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Incheon Int'l Airport Terminal 1」；若仍要保留拼音，另增 romanized 欄位,[KRIC AREX 2025-06-30](https://www.data.go.kr/data/15041034/fileData.do),高
A11,機場鐵路 A'REX,仁川機場2號航廈,인천공항2터미널,Incheon Gonghang 2 Terminal,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Incheon Int'l Airport Terminal 2」；若仍要保留拼音，另增 romanized 欄位,[KRIC AREX 2025-06-30](https://www.data.go.kr/data/15041034/fileData.do),高
D15,新盆唐線,水枝區廳,수지구청,Suji-gu Office,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Suji-gu offic  Station」；若仍要保留拼音，另增 romanized 欄位,KRIC Shinbundang 2025-06-30,高
S111,牛耳新設線,松林公園,솔밭공원,Solbatgongwon,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Solbat Park」；若仍要保留拼音，另增 romanized 欄位,[KRIC Ui-Sinseol 2025-06-30](https://www.data.go.kr/data/15041029/fileData.do),高
S118,牛耳新設線,北漢山輔國門,북한산보국문,Bukhansan Bogungmun,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,"英文改為「Bukhansan Bogungmun_x000D_
(Seokyeong Univ.)」；若仍要保留拼音，另增 romanized 欄位",[KRIC Ui-Sinseol 2025-06-30](https://www.data.go.kr/data/15041029/fileData.do),高
S119,牛耳新設線,貞陵,정릉,Jeongneung,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,"英文改為「Jeongneung_x000D_
(Kookmin Univ.)」；若仍要保留拼音，另增 romanized 欄位",[KRIC Ui-Sinseol 2025-06-30](https://www.data.go.kr/data/15041029/fileData.do),高
P163,首爾 1 號線（京釜·長項線）,西井里,서정리,Seojeongni,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Seojeong-re Station」；若仍要保留拼音，另增 romanized 欄位,[KRIC capital line 1](https://www.data.go.kr/data/15064037/fileData.do),高
P171,首爾 1 號線（京釜·長項線）,雙龍,쌍용,Ssangyong,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,"英文改為「Ssangyong_x000D_
(Korea Nazarene Univ.)」；若仍要保留拼音，另增 romanized 欄位",[KRIC capital line 1](https://www.data.go.kr/data/15064037/fileData.do),高
234-2,首爾 2 號線（新亭支線）,陽川區廳,양천구청,Yangcheongucheong,英文欄目前是發音羅馬字或舊式寫法，與營運單位／KRIC 的官方英文主名稱不同,英文改為「Yangcheon-gu Office」；若仍要保留拼音，另增 romanized 欄位,KRIC capital line 2,高
129,首爾 1 號線,鐘路5街,종로5가,Jongno 5-ga,目前中文與繁中維基路線表不同；尚無足夠一手繁中標準可直接判定哪一個必然正確,繁中維基使用「鐘路五街」；建議依漢字語源／營運單位多語表人工定稿，不自動覆寫,[首都圈電鐵1號線](https://zh.wikipedia.org/wiki/首都圈電鐵1號線),中
130,首爾 1 號線,鐘路3街,종로3가,Jongno 3-ga,目前中文與繁中維基路線表不同；尚無足夠一手繁中標準可直接判定哪一個必然正確,繁中維基使用「鐘路三街」；建議依漢字語源／營運單位多語表人工定稿，不自動覆寫,[首都圈電鐵1號線](https://zh.wikipedia.org/wiki/首都圈電鐵1號線),中
203,首爾 2 號線,乙支路3街,을지로3가,Euljiro 3-ga,目前中文與繁中維基路線表不同；尚無足夠一手繁中標準可直接判定哪一個必然正確,繁中維基使用「乙支路三街」；建議依漢字語源／營運單位多語表人工定稿，不自動覆寫,[首爾地鐵2號線](https://zh.wikipedia.org/wiki/首爾地鐵2號線),中
204,首爾 2 號線,乙支路4街,을지로4가,Euljiro 4-ga,目前中文與繁中維基路線表不同；尚無足夠一手繁中標準可直接判定哪一個必然正確,繁中維基使用「乙支路四街」；建議依漢字語源／營運單位多語表人工定稿，不自動覆寫,[首爾地鐵2號線](https://zh.wikipedia.org/wiki/首爾地鐵2號線),中
329,首爾 3 號線,鐘路3街,종로3가,Jongno 3-ga,目前中文與繁中維基路線表不同；尚無足夠一手繁中標準可直接判定哪一個必然正確,繁中維基使用「鐘路三街」；建議依漢字語源／營運單位多語表人工定稿，不自動覆寫,[首都圈電鐵3號線](https://zh.wikipedia.org/wiki/首都圈電鐵3號線),中
330,首爾 3 號線,乙支路3街,을지로3가,Euljiro 3-ga,目前中文與繁中維基路線表不同；尚無足夠一手繁中標準可直接判定哪一個必然正確,繁中維基使用「乙支路三街」；建議依漢字語源／營運單位多語表人工定稿，不自動覆寫,[首都圈電鐵3號線](https://zh.wikipedia.org/wiki/首都圈電鐵3號線),中
442,首爾 4 號線,範溪,범계,Beomgye,目前中文與繁中維基路線表不同；尚無足夠一手繁中標準可直接判定哪一個必然正確,繁中維基使用「凡溪」；建議依漢字語源／營運單位多語表人工定稿，不自動覆寫,[首都圈电铁4号线](https://zh.wikipedia.org/wiki/首都圈电铁4号线),中
534,首爾 5 號線,鐘路3街,종로3가,Jongno 3-ga,目前中文與繁中維基路線表不同；尚無足夠一手繁中標準可直接判定哪一個必然正確,繁中維基使用「鐘路三街」；建議依漢字語源／營運單位多語表人工定稿，不自動覆寫,[首尔地铁5号线](https://zh.wikipedia.org/wiki/首尔地铁5号线),中
535,首爾 5 號線,乙支路4街,을지로4가,Euljiro 4-ga,目前中文與繁中維基路線表不同；尚無足夠一手繁中標準可直接判定哪一個必然正確,繁中維基使用「乙支路四街」；建議依漢字語源／營運單位多語表人工定稿，不自動覆寫,[首尔地铁5号线](https://zh.wikipedia.org/wiki/首尔地铁5号线),中
537,首爾 5 號線,靑丘,청구,Cheonggu,目前中文與繁中維基路線表不同；尚無足夠一手繁中標準可直接判定哪一個必然正確,繁中維基使用「青丘」；建議依漢字語源／營運單位多語表人工定稿，不自動覆寫,[首尔地铁5号线](https://zh.wikipedia.org/wiki/首尔地铁5号线),中
616,首爾 6 號線,新寺,새절,Saejeol,目前中文與繁中維基路線表不同；尚無足夠一手繁中標準可直接判定哪一個必然正確,繁中維基使用「賽折」；建議依漢字語源／營運單位多語表人工定稿，不自動覆寫,[首尔地铁6号线](https://zh.wikipedia.org/wiki/首尔地铁6号线),中
631,首爾 6 號線,漢江鎭,한강진,Hangangjin,目前中文與繁中維基路線表不同；尚無足夠一手繁中標準可直接判定哪一個必然正確,繁中維基使用「漢江鎮」；建議依漢字語源／營運單位多語表人工定稿，不自動覆寫,[首尔地铁6号线](https://zh.wikipedia.org/wiki/首尔地铁6号线),中
634,首爾 6 號線,靑丘,청구,Cheonggu,目前中文與繁中維基路線表不同；尚無足夠一手繁中標準可直接判定哪一個必然正確,繁中維基使用「青丘」；建議依漢字語源／營運單位多語表人工定稿，不自動覆寫,[首尔地铁6号线](https://zh.wikipedia.org/wiki/首尔地铁6号线),中
729,首爾 7 號線,淸潭,청담,Cheongdam,目前中文與繁中維基路線表不同；尚無足夠一手繁中標準可直接判定哪一個必然正確,繁中維基使用「清潭」；建議依漢字語源／營運單位多語表人工定稿，不自動覆寫,[首爾地鐵7號線](https://zh.wikipedia.org/wiki/首爾地鐵7號線),中
741,首爾 7 號線,新大方三岔路口,신대방삼거리,Sindaebangsamgeori,目前中文與繁中維基路線表不同；尚無足夠一手繁中標準可直接判定哪一個必然正確,繁中維基使用「新大方丁字路口」；建議依漢字語源／營運單位多語表人工定稿，不自動覆寫,[首爾地鐵7號線](https://zh.wikipedia.org/wiki/首爾地鐵7號線),中
751,首爾 7 號線,喜鵲村,까치울,Kkachiul,目前中文與繁中維基路線表不同；尚無足夠一手繁中標準可直接判定哪一個必然正確,繁中維基使用「喜鵲屋」；建議依漢字語源／營運單位多語表人工定稿，不自動覆寫,[首爾地鐵7號線](https://zh.wikipedia.org/wiki/首爾地鐵7號線),中
824,首爾 8 號線,丹垈五岔路口,단대오거리,Dandaeogeori,目前中文與繁中維基路線表不同；尚無足夠一手繁中標準可直接判定哪一個必然正確,繁中維基使用「丹岱五岔路口」；建議依漢字語源／營運單位多語表人工定稿，不自動覆寫,[首都圈電鐵8號線](https://zh.wikipedia.org/wiki/首都圈電鐵8號線),中
908,首爾 9 號線,拯米,증미,Jeungmi,目前中文與繁中維基路線表不同；尚無足夠一手繁中標準可直接判定哪一個必然正確,繁中維基使用「曾米」；建議依漢字語源／營運單位多語表人工定稿，不自動覆寫,[首爾地鐵9號線](https://zh.wikipedia.org/wiki/首爾地鐵9號線),中
916,首爾 9 號線,細江,샛강,Saetgang,目前中文與繁中維基路線表不同；尚無足夠一手繁中標準可直接判定哪一個必然正確,繁中維基使用「赛江」；建議依漢字語源／營運單位多語表人工定稿，不自動覆寫,[首爾地鐵9號線](https://zh.wikipedia.org/wiki/首爾地鐵9號線),中
